Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
6AD0856,430318,438861,2,2019-10-13,13:15:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,78
65B0729,435236,437607,2,2019-10-13,13:01:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Pedestrian,Slight,Male,56
6AD0856,430318,438861,2,2019-10-13,13:15:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,81
6AD1600,427393,431195,2,2019-10-13,08:30:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,28
6AD1911,430380,425081,2,2019-10-13,22:10:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,18
6AD1911,430380,425081,2,2019-10-13,22:10:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Serious,Male,70
6AE0225,424744,433580,1,2019-10-14,06:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Pedestrian,Slight,Female,16
6AE0272,432149,429752,3,2019-10-14,07:49:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,25
6AF0407,429047,434518,2,2019-10-15,09:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Female,18
6AF0028,431453,435824,2,2019-10-15,00:25:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,27
6AG0311,426810,431697,2,2019-10-16,08:35:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,17
6AG0218,431152,432317,1,2019-10-16,07:10:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,21
6AG0446,427068,434826,2,2019-10-16,09:58:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,71
6AG1650,432062,436087,2,2019-10-16,19:20:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,36
6AG1951,429186,431921,2,2019-10-16,21:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,45
6AH1454,427568,436873,2,2019-10-16,16:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,20
6AG0446,427068,434826,2,2019-10-16,09:58:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,28
6AG1096,428408,430814,1,2019-10-16,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,6
6AH1155,436128,434842,2,2019-10-17,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,55
6AH1648,427747,430064,1,2019-10-17,18:55:00,Unclassified,Dry,Darkness: Street lights present but unlit,Fine without high winds,Car,Pedestrian,Slight,Female,50
6AH0237,427449,430904,3,2019-10-17,06:49:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,30
6AH0237,427449,430904,3,2019-10-17,06:49:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,39
6AH0280,440434,446536,1,2019-10-17,07:45:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,26
6AH0287,420549,444954,3,2019-10-17,07:49:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,58
6AH0330,425949,435450,1,2019-10-17,08:22:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Pedestrian,Slight,Female,32
6AH0370,443606,435854,2,2019-10-17,08:48:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,40
6AH0535,430021,435536,2,2019-10-17,10:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,21
6AH0581,423960,428215,2,2019-10-17,07:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Slight,Male,51
6AH1371,424404,439034,1,2019-10-17,16:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,9
6AH1514,431783,435035,1,2019-10-17,19:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,26
6AH1514,431783,435035,1,2019-10-17,19:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,15
6AI1561,422488,427896,3,2019-10-18,18:40:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,55
6AI0649,426949,433346,2,2019-10-18,11:57:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,16
6AI1561,422488,427896,3,2019-10-18,18:40:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Serious,Female,48
6AI0307,424454,437775,2,2019-10-18,08:15:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,37
6AI1781,423062,428555,2,2019-10-18,20:09:00,B,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,31
6AI0313,430687,439540,2,2019-10-18,08:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,11
6AJ1630,429570,433795,2,2019-10-19,19:54:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,44
6AJ1142,428772,434403,2,2019-10-19,15:52:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Serious,Female,27
6AJ1121,426384,438887,1,2019-10-19,15:42:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,53
6AJ1121,426384,438887,1,2019-10-19,15:42:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,89
6AJ0568,431370,434985,2,2019-10-19,10:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,27
6AJ0182,416055,443133,1,2019-10-19,02:26:00,Unclassified,Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Passenger,Slight,Male,19
6AJ0182,416055,443133,1,2019-10-19,02:26:00,Unclassified,Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Driver,Slight,Male,19
6AJ0381,430777,433452,2,2019-10-19,07:40:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
6AK1821,437248,428106,1,2019-10-20,22:00:00,Unclassified,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Driver,Slight,Male,39
6AK1182,435243,434858,2,2019-10-20,15:40:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,71
6AK1628,442239,444971,2,2019-10-20,19:45:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,18
6AL0070,422471,427901,2,2019-10-21,00:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,26
6AL0070,422471,427901,2,2019-10-21,00:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,22
6AL0355,431266,436334,2,2019-10-21,08:32:00,B,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,45
6AL0509,434905,431290,1,2019-10-21,10:19:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Driver,Slight,Male,31
6AL1423,437572,432099,1,2019-10-21,17:24:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,8
6AM0221,430251,431959,4,2019-10-22,07:13:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
6AM0862,439459,446166,2,2019-10-22,13:43:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,38
6AN1070,435672,433901,2,2019-10-23,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,9
6AN0983,429421,433886,4,2019-10-23,14:55:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,26
6AN0983,429421,433886,4,2019-10-23,14:55:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,26
6AO0444,437371,425752,1,2019-10-24,10:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Serious,Male,57
6AO0396,430957,426513,2,2019-10-24,09:40:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,72
6AO0217,424929,427642,2,2019-10-24,07:15:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,54
6AO2015,433149,426328,2,2019-10-24,22:39:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,49
6AO0457,424321,435331,1,2019-10-24,10:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,23
6AP1708,424092,428106,2,2019-10-25,20:46:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,28
6AP1018,426066,427380,1,2019-10-25,15:15:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,39
6AP1303,428858,433953,2,2019-10-25,17:28:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Serious,Male,33
6AP1708,424092,428106,2,2019-10-25,20:46:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,27
6AP0837,420398,434130,1,2019-10-25,14:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,10
6AP0484,429968,436635,2,2019-10-25,08:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,39
6AP1251,431451,435823,2,2019-10-25,17:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycle,Driver,Slight,Male,39
6AP1120,436686,436620,2,2019-10-25,16:12:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,46
6B71008,420911,434468,2,2019-10-26,18:00:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Passenger,Slight,Male,9
6B71008,420911,434468,2,2019-10-26,18:00:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Passenger,Slight,Female,10
6AQ0248,429561,431046,1,2019-10-26,04:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Female,41
6AQ0496,424860,441876,2,2019-10-26,09:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,29
6B71008,420911,434468,2,2019-10-26,18:00:00,Unclassified,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Passenger,Slight,Male,12
6AR1250,427326,434673,2,2019-10-27,15:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,19
6AR1412,436295,436657,2,2019-10-27,16:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,18
6AS1179,429674,434589,1,2019-10-28,16:29:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Pedestrian,Serious,Male,18
6AT1415,421728,428374,2,2019-10-29,17:55:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,40
6AT1673,420842,434796,3,2019-10-29,20:03:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,20
6AT0895,429771,430660,1,2019-10-29,15:01:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,84
6AT1415,421728,428374,2,2019-10-29,17:55:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,30
6AU0042,432743,436150,2,2019-10-29,23:50:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Serious,Male,45
6AV1572,428958,435471,2,2019-10-31,18:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,21
6AV2230,423826,429504,2,2019-10-31,21:33:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,19
6AV2475,427896,436196,1,2019-10-31,23:25:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,29
6AV0193,429582,434806,1,2019-10-31,06:41:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,18
6AV0146,430256,433231,1,2019-10-31,04:16:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,20
6AV0827,426208,427459,2,2019-10-31,13:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,72
6AV0506,428112,426284,2,2019-10-31,11:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,59
61B2042,429392,431357,2,2019-11-01,22:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,17
61B1470,429705,431847,2,2019-11-01,18:07:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,73
62B1735,423025,437668,2,2019-11-02,20:12:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,32
62B1735,423025,437668,2,2019-11-02,20:12:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,36
62B1463,432180,434626,2,2019-11-02,18:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,27
62B1396,427271,437142,2,2019-11-02,17:39:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
62B0579,432428,426182,2,2019-11-02,11:31:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 7.5 tonnes mgw and over,Driver,Slight,Male,46
6B51024,418939,444820,2,2019-11-02,14:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,83
6B51024,418939,444820,2,2019-11-02,14:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,89
6B51024,418939,444820,2,2019-11-02,14:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Male,81
62B0579,432428,426182,2,2019-11-02,11:31:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,46
62B0373,433114,434024,2,2019-11-02,08:15:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,46
62B0330,425084,427379,3,2019-11-02,09:02:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Fatal,Male,17
63B0454,428588,434755,1,2019-11-03,10:53:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,75
64B0983,424158,428190,2,2019-11-04,15:03:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,43
64B0593,424578,435157,1,2019-11-04,10:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,80
65B0728,432193,444976,2,2019-11-05,12:23:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Female,21
65B1933,427963,434367,2,2019-11-05,22:46:00,Unclassified,Dry,Darkness: No street lighting,Fine without high winds,Pedal cycle,Driver,Slight,Male,34
65B1839,440613,429143,2,2019-11-05,22:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,20
65B0728,432193,444976,2,2019-11-05,12:23:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,56
65B1578,428902,429818,2,2019-11-05,20:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,12
65B1578,428902,429818,2,2019-11-05,20:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,31
